Adiac,0.774936061,0.754475703,0.774936061,0.772378517,0.767263427,0.774936061,0.767263427,0.700767263,0.764705882,0.734015345,0.73657289,0.751918159,0.764705882,0.772378517,0.728900256,0.762148338,0.757033248,0.74168798,0.718670077,0.772378517,0.744245524,0.774936061,0.769820972,0.739130435,0.762148338,0.723785166,0.777493606,0.731457801,0.772378517,0.764705882,0.73657289,0.73657289,0.757033248,0.764705882,0.757033248,0.754475703,0.751918159,0.754475703,0.723785166,0.759590793,0.769820972,0.746803069,0.795396419,0.754475703,0.769820972,0.754475703,0.746803069,0.751918159,0.757033248,0.777493606,0.757033248,0.772378517,0.762148338,0.723785166,0.751918159,0.734015345,0.762148338,0.744245524,0.73657289,0.782608696,0.751918159,0.759590793,0.739130435,0.746803069,0.713554987,0.79028133,0.764705882,0.79028133,0.757033248,0.721227621,0.769820972,0.751918159,0.777493606,0.746803069,0.764705882,0.764705882,0.764705882,0.757033248,0.787723785,0.769820972,0.757033248,0.721227621,0.754475703,0.718670077,0.749360614,0.762148338,0.731457801,0.744245524,0.734015345,0.757033248,0.762148338,0.73657289,0.723785166,0.759590793,0.744245524,0.739130435,0.749360614,0.744245524,0.726342711,0.759590793
ArrowHead,0.714285714,0.737142857,0.822857143,0.811428571,0.811428571,0.8,0.817142857,0.771428571,0.76,0.805714286,0.76,0.794285714,0.714285714,0.828571429,0.788571429,0.8,0.725714286,0.748571429,0.782857143,0.811428571,0.857142857,0.811428571,0.742857143,0.777142857,0.817142857,0.8,0.845714286,0.811428571,0.805714286,0.777142857,0.822857143,0.782857143,0.782857143,0.754285714,0.777142857,0.765714286,0.771428571,0.794285714,0.794285714,0.794285714,0.834285714,0.868571429,0.777142857,0.868571429,0.828571429,0.725714286,0.714285714,0.771428571,0.765714286,0.84,0.8,0.765714286,0.754285714,0.777142857,0.828571429,0.828571429,0.834285714,0.782857143,0.822857143,0.782857143,0.845714286,0.742857143,0.748571429,0.84,0.754285714,0.765714286,0.777142857,0.782857143,0.742857143,0.777142857,0.8,0.811428571,0.765714286,0.811428571,0.782857143,0.834285714,0.811428571,0.782857143,0.782857143,0.777142857,0.811428571,0.817142857,0.8,0.811428571,0.72,0.794285714,0.794285714,0.742857143,0.84,0.771428571,0.8,0.702857143,0.817142857,0.834285714,0.765714286,0.771428571,0.817142857,0.788571429,0.748571429,0.777142857
Beef,0.766666667,0.8,0.666666667,0.766666667,0.9,0.666666667,0.766666667,0.8,0.833333333,0.866666667,0.8,0.833333333,0.9,0.6,0.933333333,0.9,0.8,0.933333333,0.6,0.9,0.766666667,0.866666667,0.866666667,0.8,0.8,0.733333333,0.833333333,0.866666667,0.8,0.9,0.866666667,0.8,0.833333333,0.7,0.866666667,0.733333333,0.766666667,0.833333333,0.866666667,0.8,0.766666667,0.833333333,0.933333333,0.866666667,0.9,0.8,0.833333333,0.866666667,0.833333333,0.833333333,0.9,0.8,0.733333333,0.8,0.833333333,0.9,0.866666667,0.866666667,0.7,0.633333333,0.866666667,0.733333333,0.8,0.8,0.866666667,0.8,0.8,0.9,0.8,0.833333333,0.833333333,0.9,0.9,0.8,0.833333333,0.866666667,0.733333333,0.933333333,0.766666667,0.8,0.9,0.766666667,0.733333333,0.9,0.566666667,0.933333333,0.833333333,0.733333333,0.833333333,0.833333333,0.8,0.9,0.8,0.833333333,0.833333333,0.9,0.8,0.833333333,0.833333333,0.9
BeetleFly,0.7,0.8,0.9,0.8,0.75,0.8,0.55,0.95,0.85,0.8,0.95,0.75,0.9,0.9,0.85,0.8,0.7,0.8,0.85,0.8,0.6,0.75,0.85,0.9,0.8,0.85,0.7,0.85,0.8,0.8,0.85,0.75,0.85,0.7,0.55,0.8,0.65,0.9,0.7,0.8,0.85,0.85,0.8,0.9,0.9,0.7,0.9,0.8,0.9,0.85,0.8,0.85,0.85,0.4,0.85,0.8,0.8,0.65,0.85,0.7,0.95,0.8,0.85,0.95,0.7,0.7,0.8,0.8,0.75,0.85,0.65,0.85,0.75,0.8,0.85,0.85,0.8,0.9,0.8,0.8,0.7,0.8,0.65,0.9,0.8,0.55,0.7,0.85,0.75,0.75,0.8,0.75,0.9,0.85,0.8,0.85,0.75,0.75,0.7,0.65
BirdChicken,0.65,0.85,0.85,0.85,0.8,0.7,0.8,0.6,0.7,0.8,0.8,0.75,0.9,0.8,0.65,0.9,0.8,0.4,0.7,0.65,0.65,0.9,0.55,0.7,0.7,0.7,0.75,0.55,0.55,0.8,0.7,0.9,0.65,0.5,0.55,0.65,0.4,0.85,0.8,0.9,0.8,0.8,0.7,0.6,0.7,0.85,0.85,0.8,0.9,0.65,0.75,0.65,0.9,0.65,0.8,0.8,0.8,0.7,0.75,0.7,0.8,0.6,0.8,0.8,0.75,0.8,0.75,0.8,0.8,0.7,0.85,0.6,0.75,0.8,0.7,0.65,0.75,0.8,0.85,0.9,0.85,0.85,0.8,0.85,0.85,0.95,0.65,0.8,0.6,0.6,0.85,0.9,0.85,0.75,0.95,0.7,0.75,0.7,0.7,0.7
Car,0.85,0.783333333,0.833333333,0.783333333,0.7,0.8,0.783333333,0.766666667,0.75,0.7,0.833333333,0.75,0.75,0.783333333,0.783333333,0.8,0.766666667,0.65,0.716666667,0.816666667,0.75,0.716666667,0.783333333,0.8,0.816666667,0.783333333,0.833333333,0.8,0.816666667,0.683333333,0.833333333,0.866666667,0.783333333,0.75,0.816666667,0.783333333,0.833333333,0.833333333,0.833333333,0.816666667,0.8,0.783333333,0.8,0.733333333,0.7,0.766666667,0.716666667,0.8,0.75,0.9,0.766666667,0.883333333,0.733333333,0.8,0.783333333,0.816666667,0.833333333,0.816666667,0.766666667,0.866666667,0.766666667,0.8,0.833333333,0.866666667,0.816666667,0.75,0.766666667,0.783333333,0.85,0.816666667,0.783333333,0.816666667,0.666666667,0.85,0.816666667,0.916666667,0.733333333,0.8,0.683333333,0.816666667,0.8,0.85,0.733333333,0.733333333,0.8,0.866666667,0.816666667,0.766666667,0.85,0.75,0.833333333,0.716666667,0.75,0.816666667,0.783333333,0.75,0.883333333,0.716666667,0.766666667,0.766666667
CBF,0.905555556,0.876666667,0.758888889,0.877777778,0.911111111,0.857777778,0.932222222,0.856666667,0.911111111,0.906666667,0.906666667,0.875555556,0.918888889,0.914444444,0.926666667,0.925555556,0.9,0.934444444,0.868888889,0.816666667,0.906666667,0.94,0.938888889,0.851111111,0.892222222,0.924444444,0.924444444,0.894444444,0.915555556,0.881111111,0.934444444,0.863333333,0.872222222,0.872222222,0.918888889,0.867777778,0.926666667,0.931111111,0.907777778,0.912222222,0.858888889,0.886666667,0.897777778,0.89,0.937777778,0.823333333,0.915555556,0.915555556,0.917777778,0.847777778,0.925555556,0.908888889,0.914444444,0.876666667,0.884444444,0.891111111,0.885555556,0.858888889,0.928888889,0.903333333,0.911111111,0.873333333,0.898888889,0.92,0.838888889,0.895555556,0.908888889,0.898888889,0.91,0.943333333,0.873333333,0.896666667,0.84,0.9,0.857777778,0.907777778,0.932222222,0.912222222,0.814444444,0.946666667,0.882222222,0.91,0.928888889,0.953333333,0.933333333,0.881111111,0.914444444,0.898888889,0.861111111,0.904444444,0.895555556,0.915555556,0.863333333,0.934444444,0.93,0.917777778,0.902222222,0.95,0.877777778,0.903333333
ChlorineConcentration,0.847395833,0.842447917,0.863020833,0.847135417,0.852864583,0.831510417,0.85390625,0.848958333,0.846875,0.81953125,0.855208333,0.833072917,0.88203125,0.85859375,0.8515625,0.842708333,0.857291667,0.849479167,0.85078125,0.853125,0.826302083,0.847135417,0.833854167,0.848958333,0.873958333,0.816666667,0.817708333,0.833854167,0.856770833,0.847135417,0.85625,0.866666667,0.863020833,0.852864583,0.844270833,0.813020833,0.850520833,0.845572917,0.858333333,0.85625,0.839322917,0.849479167,0.8515625,0.823958333,0.85859375,0.84921875,0.83828125,0.858072917,0.84296875,0.8421875,0.866145833,0.830208333,0.8203125,0.876302083,0.854166667,0.84609375,0.84140625,0.859375,0.85859375,0.8234375,0.859114583,0.853645833,0.8515625,0.826302083,0.8359375,0.8515625,0.835416667,0.8203125,0.850260417,0.820572917,0.824739583,0.840625,0.84921875,0.839322917,0.85078125,0.856770833,0.851822917,0.822135417,0.813020833,0.8296875,0.821614583,0.851822917,0.878125,0.862239583,0.83046875,0.84453125,0.866927083,0.82890625,0.863541667,0.839322917,0.85078125,0.840885417,0.828645833,0.859895833,0.84296875,0.851041667,0.84921875,0.8515625,0.844010417,0.852083333
CinCECGTorso,0.805797101,0.806521739,0.738405797,0.651449275,0.646376812,0.730434783,0.737681159,0.688405797,0.776086957,0.724637681,0.710144928,0.588405797,0.73115942,0.736956522,0.662318841,0.642028986,0.618115942,0.806521739,0.692753623,0.734782609,0.595652174,0.695652174,0.636231884,0.669565217,0.722463768,0.685507246,0.768115942,0.752173913,0.726086957,0.632608696,0.692028986,0.722463768,0.666666667,0.726086957,0.550724638,0.72826087,0.662318841,0.703623188,0.712318841,0.736956522,0.612318841,0.552898551,0.676086957,0.8,0.802898551,0.76884058,0.686956522,0.732608696,0.784057971,0.679710145,0.776811594,0.692028986,0.780434783,0.713768116,0.706521739,0.781884058,0.789855072,0.741304348,0.758695652,0.734057971,0.747101449,0.724637681,0.680434783,0.72826087,0.708695652,0.776811594,0.757246377,0.658695652,0.739130435,0.810144928,0.789855072,0.636956522,0.698550725,0.747826087,0.74057971,0.722463768,0.630434783,0.747826087,0.672463768,0.700724638,0.713768116,0.703623188,0.707971014,0.702898551,0.672463768,0.707971014,0.744927536,0.748550725,0.766666667,0.727536232,0.794927536,0.744202899,0.649275362,0.65,0.665942029,0.67826087,0.791304348,0.646376812,0.720289855,0.658695652
Coffee,0.964285714,1,1,1,1,1,1,1,1,1,0.964285714,1,1,1,1,1,1,1,1,1,1,1,0.964285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928571429,1,1,0.964285714,1,1,1,1,1,0.964285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928571429,1,0.964285714,0.964285714,1,1,1,1,1,1,1,1,1,1,0.928571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.964285714,0.964285714,1,1,1,1
Computers,0.7,0.664,0.668,0.628,0.652,0.66,0.672,0.668,0.672,0.688,0.64,0.652,0.66,0.672,0.676,0.668,0.648,0.672,0.66,0.664,0.672,0.672,0.668,0.656,0.664,0.676,0.648,0.708,0.68,0.652,0.668,0.676,0.688,0.676,0.668,0.672,0.688,0.636,0.732,0.648,0.7,0.612,0.676,0.584,0.7,0.672,0.66,0.58,0.692,0.692,0.636,0.644,0.644,0.704,0.68,0.656,0.676,0.668,0.64,0.684,0.672,0.644,0.62,0.668,0.664,0.664,0.648,0.704,0.708,0.68,0.664,0.676,0.668,0.672,0.656,0.616,0.696,0.688,0.676,0.676,0.688,0.684,0.724,0.68,0.66,0.584,0.708,0.676,0.672,0.668,0.736,0.66,0.648,0.644,0.688,0.664,0.64,0.664,0.592,0.676
