,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.9300291545189504,9.636906385421753,0.00770878791809082,0.8027486801147461,8.823522567749023,0.0022051334381103516,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.9416909620991254,4.629212141036987,0.006945610046386719,0.04766249656677246,4.572279453277588,0.0019402503967285156,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.8571428571428571,5.8470680713653564,0.006968498229980469,0.035295963287353516,5.79634952545166,0.008028745651245117,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.9708454810495627,4.594611167907715,0.025719404220581055,0.01979851722717285,4.5404956340789795,0.008155345916748047,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.9096209912536443,0.07279777526855469,0.007008075714111328,0.01940131187438965,0.037950992584228516,0.00802755355834961,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.9591836734693877,0.08283305168151855,0.015685558319091797,0.020412921905517578,0.04439401626586914,0.0019450187683105469,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.8658892128279884,0.08681821823120117,0.007145881652832031,0.019214868545532227,0.04921913146972656,0.010647773742675781,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.9737609329446064,0.09781312942504883,0.010633468627929688,0.019580841064453125,0.05424332618713379,0.012951850891113281,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.7988338192419825,0.0832819938659668,0.007585287094116211,0.019623279571533203,0.04197812080383301,0.013652801513671875,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.8892128279883382,0.08935928344726562,0.014140844345092773,0.04041099548339844,0.0324244499206543,0.0019702911376953125,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.8833819241982507,4.7943949699401855,0.00764918327331543,0.02033209800720215,4.760270118713379,0.005690574645996094,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
11,0.9446064139941691,4.690510511398315,0.017577409744262695,0.027321577072143555,4.643208026885986,0.0019550323486328125,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
12,0.7696793002915452,0.10576176643371582,0.009985685348510742,0.04763484001159668,0.03356051445007324,0.01411294937133789,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,Rsastmf,ACF&PACF
