,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.9037900874635568,0.08163189888000488,0.01333475112915039,0.024870872497558594,0.034578561782836914,0.007239103317260742,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.9125364431486881,0.07652902603149414,0.010833501815795898,0.020699024200439453,0.03423357009887695,0.010342836380004883,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.8309037900874635,0.05042624473571777,0.0066716670989990234,0.01885700225830078,0.022510051727294922,0.0019371509552001953,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.9650145772594753,0.04285407066345215,0.006785392761230469,0.024626970291137695,0.002582550048828125,0.008283615112304688,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.8542274052478134,0.06280279159545898,0.015040397644042969,0.020395278930664062,0.02428746223449707,0.0026836395263671875,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.9650145772594753,0.0818791389465332,0.00660395622253418,0.02147078514099121,0.03590106964111328,0.017354965209960938,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.8483965014577259,0.059480905532836914,0.0072634220123291016,0.019769668579101562,0.018879413604736328,0.01316070556640625,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.924198250728863,0.048827171325683594,0.0066525936126708984,0.019315242767333984,0.02042865753173828,0.0018854141235351562,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.7988338192419825,0.07677054405212402,0.013463258743286133,0.019257068634033203,0.0350949764251709,0.008518695831298828,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.9446064139941691,0.07387781143188477,0.012952327728271484,0.020020246505737305,0.03232240676879883,0.008170843124389648,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.9650145772594753,0.0913548469543457,0.006638050079345703,0.02003788948059082,0.03932809829711914,0.013364553451538086,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
11,0.9650145772594753,0.07312393188476562,0.006689548492431641,0.027468204498291016,0.024094343185424805,0.014431476593017578,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
12,0.8250728862973761,0.0666499137878418,0.0068836212158203125,0.018916606903076172,0.03848457336425781,0.001953601837158203,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,Rsastmf,ACF&PACF
13,0.9591836734693877,0.08236384391784668,0.007207632064819336,0.026644229888916016,0.03233003616333008,0.015736818313598633,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,DictRsast,ACF&PACF
14,0.8775510204081632,0.10156536102294922,0.01331186294555664,0.033257484436035156,0.05268359184265137,0.0019083023071289062,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,Rsastmf,ACF&PACF
15,0.924198250728863,0.09262251853942871,0.006948232650756836,0.02590203285217285,0.04817533493041992,0.011069774627685547,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,DictRsast,ACF&PACF
16,0.9154518950437318,0.07884407043457031,0.013654470443725586,0.025551557540893555,0.031243085861206055,0.007997751235961914,Chinatown,ACF&PACF: p=0.1 q=0.4,0.4,Rsastmf,ACF&PACF
17,0.8688046647230321,0.07300806045532227,0.012948036193847656,0.027406930923461914,0.02268242835998535,0.009001731872558594,Chinatown,ACF&PACF: p=0.1 q=0.4,0.4,DictRsast,ACF&PACF
18,0.9183673469387755,0.08233165740966797,0.006756305694580078,0.018847227096557617,0.04201817512512207,0.014284610748291016,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,Rsastmf,ACF&PACF
19,0.8892128279883382,0.08585953712463379,0.006711006164550781,0.025331974029541016,0.0365293025970459,0.016881227493286133,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,DictRsast,ACF&PACF
20,0.924198250728863,0.07614731788635254,0.01228785514831543,0.02037644386291504,0.034684181213378906,0.007856369018554688,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,Rsastmf,ACF&PACF
21,0.9533527696793003,0.06163311004638672,0.006712913513183594,0.019067049026489258,0.03338932991027832,0.0020372867584228516,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,DictRsast,ACF&PACF
22,0.9533527696793003,0.08024454116821289,0.00907588005065918,0.020124435424804688,0.03645730018615723,0.014180183410644531,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,Rsastmf,ACF&PACF
