,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.7307692307692307,14.727071285247803,0.09427928924560547,14.568673610687256,0.05469036102294922,0.006363630294799805,ToeSegmentation2,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.8615384615384616,15.952617406845093,0.09138298034667969,15.78406834602356,0.06364226341247559,0.011403322219848633,ToeSegmentation2,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.7307692307692307,13.93135690689087,0.08457469940185547,13.783021450042725,0.05504441261291504,0.0053195953369140625,ToeSegmentation2,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.8692307692307693,14.132677793502808,0.0908956527709961,13.950916290283203,0.0798499584197998,0.008772134780883789,ToeSegmentation2,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.7307692307692307,14.323762655258179,0.09087276458740234,14.160161256790161,0.061781883239746094,0.005395174026489258,ToeSegmentation2,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
5,0.8769230769230769,16.936622858047485,0.07487916946411133,16.788645267486572,0.06421303749084473,0.0073511600494384766,ToeSegmentation2,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
