,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.7288629737609329,0.08693528175354004,0.011057853698730469,0.02275848388671875,0.03987622261047363,0.012788772583007812,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.9416909620991254,0.08687806129455566,0.009462594985961914,0.020725011825561523,0.03811955451965332,0.018177509307861328,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.9620991253644315,0.06342720985412598,0.008570432662963867,0.02047443389892578,0.029349327087402344,0.004456996917724609,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.967930029154519,0.10182070732116699,0.015503883361816406,0.021819114685058594,0.04964637756347656,0.014411211013793945,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.9591836734693877,0.08937907218933105,0.006748199462890625,0.04333305358886719,0.035970449447631836,0.0029265880584716797,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.9650145772594753,0.0954444408416748,0.006670475006103516,0.03182363510131836,0.03717303276062012,0.019246578216552734,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.9008746355685131,0.07825875282287598,0.020351886749267578,0.019614458084106445,0.029892921447753906,0.008013010025024414,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.9271137026239067,0.08496260643005371,0.017191171646118164,0.01988530158996582,0.03213310241699219,0.015354156494140625,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.9300291545189504,0.08523440361022949,0.006742238998413086,0.031117916107177734,0.0451202392578125,0.0018460750579833984,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.9387755102040817,0.08372116088867188,0.0067250728607177734,0.026232242584228516,0.03900766372680664,0.011192798614501953,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.8717201166180758,0.07814955711364746,0.00673985481262207,0.019504785537719727,0.03793501853942871,0.013584136962890625,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
11,0.967930029154519,0.08149504661560059,0.0066928863525390625,0.01906609535217285,0.05344200134277344,0.0018944740295410156,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
12,0.9008746355685131,0.08222556114196777,0.006721973419189453,0.02316880226135254,0.03428220748901367,0.017629146575927734,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,Rsastmf,ACF&PACF
13,0.967930029154519,0.0793907642364502,0.006807804107666016,0.025365352630615234,0.038991689682006836,0.007848739624023438,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,DictRsast,ACF&PACF
14,0.924198250728863,0.0991671085357666,0.006810665130615234,0.019031763076782227,0.03844404220581055,0.024353504180908203,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,Rsastmf,ACF&PACF
15,0.9620991253644315,0.09141659736633301,0.012301206588745117,0.023528575897216797,0.053261518478393555,0.0019249916076660156,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,DictRsast,ACF&PACF
16,0.8221574344023324,0.05951118469238281,0.006762027740478516,0.01896810531616211,0.03159356117248535,0.0018069744110107422,Chinatown,ACF&PACF: p=0.1 q=0.4,0.4,Rsastmf,ACF&PACF
17,0.8979591836734694,0.0874948501586914,0.007322549819946289,0.03292250633239746,0.035530805587768555,0.01118326187133789,Chinatown,ACF&PACF: p=0.1 q=0.4,0.4,DictRsast,ACF&PACF
18,0.8746355685131195,0.10231971740722656,0.011663436889648438,0.027193784713745117,0.04996967315673828,0.013051748275756836,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,Rsastmf,ACF&PACF
19,0.9446064139941691,0.10887670516967773,0.01904892921447754,0.026293039321899414,0.05051589012145996,0.012629270553588867,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,DictRsast,ACF&PACF
20,0.8163265306122449,0.08471894264221191,0.007298946380615234,0.023866891860961914,0.04466128349304199,0.007886409759521484,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,Rsastmf,ACF&PACF
21,0.9475218658892128,0.07581233978271484,0.0066606998443603516,0.01911759376525879,0.04110074043273926,0.008373260498046875,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,DictRsast,ACF&PACF
22,0.8746355685131195,0.09111309051513672,0.012336254119873047,0.01888418197631836,0.05043148994445801,0.009075164794921875,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,Rsastmf,ACF&PACF
23,0.8629737609329446,0.09266829490661621,0.006747722625732422,0.020959854125976562,0.056145429611206055,0.008269309997558594,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,DictRsast,ACF&PACF
24,0.9183673469387755,0.09467864036560059,0.007183551788330078,0.03647589683532715,0.03618669509887695,0.014438629150390625,Chinatown,ACF&PACF: p=0.3 q=0.3,0.3,Rsastmf,ACF&PACF
25,0.8950437317784257,0.11813974380493164,0.006781578063964844,0.025488853454589844,0.0706031322479248,0.014764785766601562,Chinatown,ACF&PACF: p=0.3 q=0.3,0.3,DictRsast,ACF&PACF
26,0.8629737609329446,0.09301614761352539,0.0066530704498291016,0.020439624786376953,0.06359171867370605,0.001939535140991211,Chinatown,ACF&PACF: p=0.3 q=0.4,0.4,Rsastmf,ACF&PACF
