,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
18,0.8104956268221575,0.07527852058410645,0.011792182922363281,0.022023439407348633,0.03441214561462402,0.006639003753662109,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,Rsastmf,ACF&PACF
19,0.9650145772594753,0.05570507049560547,0.006784200668334961,0.020125865936279297,0.026354312896728516,0.00200653076171875,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,DictRsast,ACF&PACF
20,0.8483965014577259,0.11133289337158203,0.006930351257324219,0.03168845176696777,0.056156158447265625,0.016122102737426758,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,Rsastmf,ACF&PACF
21,0.9300291545189504,0.09739303588867188,0.010824203491210938,0.039304494857788086,0.04463315010070801,0.0022249221801757812,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,DictRsast,ACF&PACF
22,0.8629737609329446,0.10168671607971191,0.013977527618408203,0.036550283432006836,0.035892486572265625,0.014257669448852539,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,Rsastmf,ACF&PACF
23,0.967930029154519,0.10451292991638184,0.0066738128662109375,0.019751310348510742,0.0697786808013916,0.007915496826171875,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,DictRsast,ACF&PACF
24,0.9271137026239067,0.06362032890319824,0.013933897018432617,0.03468894958496094,0.0011928081512451172,0.013431787490844727,Chinatown,ACF&PACF: p=0.3 q=0.3,0.3,Rsastmf,ACF&PACF
25,0.9271137026239067,0.08379316329956055,0.009881258010864258,0.020249366760253906,0.038199663162231445,0.015054941177368164,Chinatown,ACF&PACF: p=0.3 q=0.3,0.3,DictRsast,ACF&PACF
26,0.8979591836734694,0.06645083427429199,0.009308338165283203,0.03554081916809082,0.019287109375,0.001916646957397461,Chinatown,ACF&PACF: p=0.3 q=0.4,0.4,Rsastmf,ACF&PACF
27,0.9446064139941691,0.07573795318603516,0.006694316864013672,0.019963979721069336,0.033588409423828125,0.01509857177734375,Chinatown,ACF&PACF: p=0.3 q=0.4,0.4,DictRsast,ACF&PACF
28,0.8104956268221575,0.0811619758605957,0.006663084030151367,0.027419328689575195,0.03551912307739258,0.011030197143554688,Chinatown,ACF&PACF: p=0.4 q=0.4,0.4,Rsastmf,ACF&PACF
29,0.8892128279883382,0.09009480476379395,0.008462190628051758,0.020482540130615234,0.05868959426879883,0.002022981643676758,Chinatown,ACF&PACF: p=0.4 q=0.4,0.4,DictRsast,ACF&PACF
30,0.8717201166180758,0.10022902488708496,0.0066149234771728516,0.030379295349121094,0.03769516944885254,0.025145292282104492,Chinatown,PACF: p=0 q=0,0,Rsastmf,PACF
31,0.9154518950437318,0.08936381340026855,0.006653308868408203,0.027009963989257812,0.03606414794921875,0.01910257339477539,Chinatown,PACF: p=0 q=0,0,DictRsast,PACF
32,0.8833819241982507,0.09317660331726074,0.015515565872192383,0.015210628509521484,0.04586911201477051,0.016170501708984375,Chinatown,PACF: p=0 q=0.1,0.1,Rsastmf,PACF
33,0.967930029154519,0.08562636375427246,0.013331413269042969,0.018611669540405273,0.04790043830871582,0.005345821380615234,Chinatown,PACF: p=0 q=0.1,0.1,DictRsast,PACF
34,0.6967930029154519,0.07800817489624023,0.006610393524169922,0.0146484375,0.039498329162597656,0.016869783401489258,Chinatown,PACF: p=0 q=0.2,0.2,Rsastmf,PACF
35,0.9620991253644315,0.06679368019104004,0.01732659339904785,0.014698982238769531,0.018834352493286133,0.015528440475463867,Chinatown,PACF: p=0 q=0.2,0.2,DictRsast,PACF
36,0.924198250728863,0.08128619194030762,0.015148639678955078,0.018549442291259766,0.03396415710449219,0.013231992721557617,Chinatown,PACF: p=0 q=0.3,0.3,Rsastmf,PACF
37,0.9737609329446064,0.06971907615661621,0.00718998908996582,0.017453432083129883,0.04165053367614746,0.003026247024536133,Chinatown,PACF: p=0 q=0.3,0.3,DictRsast,PACF
38,0.9125364431486881,0.06628799438476562,0.0066699981689453125,0.023548364639282227,0.033753395080566406,0.0019469261169433594,Chinatown,PACF: p=0 q=0.4,0.4,Rsastmf,PACF
39,0.8833819241982507,0.0724782943725586,0.014522314071655273,0.01852107048034668,0.028214693069458008,0.010289192199707031,Chinatown,PACF: p=0 q=0.4,0.4,DictRsast,PACF
40,0.9037900874635568,0.07105255126953125,0.007253885269165039,0.015084981918334961,0.03846168518066406,0.009791135787963867,Chinatown,PACF: p=0.1 q=0.1,0.1,Rsastmf,PACF
41,0.967930029154519,0.06585001945495605,0.006703615188598633,0.015867233276367188,0.031000614166259766,0.01188206672668457,Chinatown,PACF: p=0.1 q=0.1,0.1,DictRsast,PACF
42,0.8892128279883382,0.09496808052062988,0.006660938262939453,0.015713214874267578,0.06109428405761719,0.011081457138061523,Chinatown,PACF: p=0.1 q=0.2,0.2,Rsastmf,PACF
43,0.967930029154519,0.10391759872436523,0.016820669174194336,0.017700910568237305,0.05392956733703613,0.015072345733642578,Chinatown,PACF: p=0.1 q=0.2,0.2,DictRsast,PACF
44,0.9008746355685131,0.07840275764465332,0.006753206253051758,0.016046524047851562,0.052829742431640625,0.0023403167724609375,Chinatown,PACF: p=0.1 q=0.3,0.3,Rsastmf,PACF
45,0.9125364431486881,0.06608414649963379,0.0068323612213134766,0.01501321792602539,0.033582448959350586,0.010262489318847656,Chinatown,PACF: p=0.1 q=0.3,0.3,DictRsast,PACF
46,0.8104956268221575,0.10390567779541016,0.019734621047973633,0.01714611053466797,0.0542452335357666,0.012360095977783203,Chinatown,PACF: p=0.1 q=0.4,0.4,Rsastmf,PACF
47,0.8688046647230321,0.08678936958312988,0.010103225708007812,0.027544498443603516,0.032677412033081055,0.016039609909057617,Chinatown,PACF: p=0.1 q=0.4,0.4,DictRsast,PACF
48,0.8134110787172012,0.07207131385803223,0.006676435470581055,0.03167843818664551,0.028794288635253906,0.004517555236816406,Chinatown,PACF: p=0.2 q=0.2,0.2,Rsastmf,PACF
49,0.9154518950437318,0.06084895133972168,0.006724357604980469,0.016120433807373047,0.02046990394592285,0.016962766647338867,Chinatown,PACF: p=0.2 q=0.2,0.2,DictRsast,PACF
50,0.8862973760932945,0.07174515724182129,0.00678706169128418,0.014525890350341797,0.037712812423706055,0.01228642463684082,Chinatown,PACF: p=0.2 q=0.3,0.3,Rsastmf,PACF
51,0.9475218658892128,0.08502769470214844,0.0068511962890625,0.016385316848754883,0.05780196189880371,0.0035767555236816406,Chinatown,PACF: p=0.2 q=0.3,0.3,DictRsast,PACF
52,0.8629737609329446,0.0588221549987793,0.01606273651123047,0.015575647354125977,0.024950027465820312,0.001825571060180664,Chinatown,PACF: p=0.2 q=0.4,0.4,Rsastmf,PACF
53,0.9125364431486881,0.0672764778137207,0.006696462631225586,0.014650821685791016,0.03290724754333496,0.012639522552490234,Chinatown,PACF: p=0.2 q=0.4,0.4,DictRsast,PACF
54,0.8775510204081632,0.07470440864562988,0.008702754974365234,0.01555180549621582,0.04483795166015625,0.00520634651184082,Chinatown,PACF: p=0.3 q=0.3,0.3,Rsastmf,PACF
55,0.9329446064139941,0.07134580612182617,0.006687164306640625,0.014809131622314453,0.03079080581665039,0.01863574981689453,Chinatown,PACF: p=0.3 q=0.3,0.3,DictRsast,PACF
56,0.7638483965014577,0.06593823432922363,0.006682395935058594,0.01775836944580078,0.03323841094970703,0.007848739624023438,Chinatown,PACF: p=0.3 q=0.4,0.4,Rsastmf,PACF
57,0.9358600583090378,0.07614850997924805,0.007051229476928711,0.01645040512084961,0.036240577697753906,0.015969038009643555,Chinatown,PACF: p=0.3 q=0.4,0.4,DictRsast,PACF
58,0.967930029154519,0.073333740234375,0.012336254119873047,0.014648675918579102,0.032924652099609375,0.012989997863769531,Chinatown,PACF: p=0.4 q=0.4,0.4,Rsastmf,PACF
59,0.8833819241982507,0.1093599796295166,0.006797313690185547,0.03542447090148926,0.05191802978515625,0.014816761016845703,Chinatown,PACF: p=0.4 q=0.4,0.4,DictRsast,PACF
60,0.8746355685131195,0.0834496021270752,0.02033376693725586,0.014424324035644531,0.04297971725463867,0.0036878585815429688,Chinatown,ACF: p=0 q=0,0,Rsastmf,ACF
61,0.9154518950437318,0.0900881290435791,0.008089780807495117,0.025254487991333008,0.04691481590270996,0.009402990341186523,Chinatown,ACF: p=0 q=0,0,DictRsast,ACF
62,0.956268221574344,0.07096076011657715,0.010956764221191406,0.01320195198059082,0.03879880905151367,0.007623910903930664,Chinatown,ACF: p=0 q=0.1,0.1,Rsastmf,ACF
63,0.9708454810495627,0.07878327369689941,0.007233619689941406,0.014683961868286133,0.04197382926940918,0.014357328414916992,Chinatown,ACF: p=0 q=0.1,0.1,DictRsast,ACF
64,0.7551020408163265,0.08094477653503418,0.007012128829956055,0.00801706314086914,0.05510711669921875,0.01036381721496582,Chinatown,ACF: p=0 q=0.2,0.2,Rsastmf,ACF
65,0.9504373177842566,0.0660703182220459,0.006754875183105469,0.007771968841552734,0.03614330291748047,0.015012025833129883,Chinatown,ACF: p=0 q=0.2,0.2,DictRsast,ACF
66,0.9212827988338192,0.06743383407592773,0.008344411849975586,0.007736921310424805,0.030960559844970703,0.019967317581176758,Chinatown,ACF: p=0 q=0.3,0.3,Rsastmf,ACF
67,0.9591836734693877,0.06099200248718262,0.00727534294128418,0.008528947830200195,0.04254722595214844,0.002197742462158203,Chinatown,ACF: p=0 q=0.3,0.3,DictRsast,ACF
68,0.7405247813411079,0.06979489326477051,0.00778508186340332,0.007977962493896484,0.03628087043762207,0.017335891723632812,Chinatown,ACF: p=0 q=0.4,0.4,Rsastmf,ACF
69,0.967930029154519,0.09075355529785156,0.0069081783294677734,0.008886337280273438,0.061068058013916016,0.002003192901611328,Chinatown,ACF: p=0 q=0.4,0.4,DictRsast,ACF
70,0.8833819241982507,0.05856490135192871,0.009898900985717773,0.01273655891418457,0.024940013885498047,0.010558128356933594,Chinatown,ACF: p=0.1 q=0.1,0.1,Rsastmf,ACF
71,0.9533527696793003,0.09444260597229004,0.010467052459716797,0.010868072509765625,0.05996203422546387,0.012709856033325195,Chinatown,ACF: p=0.1 q=0.1,0.1,DictRsast,ACF
72,0.9037900874635568,0.06746244430541992,0.007196187973022461,0.007864713668823242,0.03828144073486328,0.013702869415283203,Chinatown,ACF: p=0.1 q=0.2,0.2,Rsastmf,ACF
73,0.9650145772594753,0.05807328224182129,0.006612062454223633,0.00768733024597168,0.04087567329406738,0.002524137496948242,Chinatown,ACF: p=0.1 q=0.2,0.2,DictRsast,ACF
74,0.8542274052478134,0.05230426788330078,0.006680965423583984,0.010267019271850586,0.029791593551635742,0.0046155452728271484,Chinatown,ACF: p=0.1 q=0.3,0.3,Rsastmf,ACF
75,0.9416909620991254,0.05187416076660156,0.0070078372955322266,0.00824284553527832,0.019167423248291016,0.017079591751098633,Chinatown,ACF: p=0.1 q=0.3,0.3,DictRsast,ACF
76,0.9475218658892128,0.03513622283935547,0.00799703598022461,0.013764619827270508,0.00497746467590332,0.00786733627319336,Chinatown,ACF: p=0.1 q=0.4,0.4,Rsastmf,ACF
77,0.9037900874635568,0.06950211524963379,0.009229660034179688,0.02353692054748535,0.027669668197631836,0.007967710494995117,Chinatown,ACF: p=0.1 q=0.4,0.4,DictRsast,ACF
78,0.8134110787172012,0.02827763557434082,0.0083770751953125,0.008175373077392578,0.0022487640380859375,0.008540630340576172,Chinatown,ACF: p=0.2 q=0.2,0.2,Rsastmf,ACF
79,0.9358600583090378,0.05737709999084473,0.013663768768310547,0.008086919784545898,0.02443981170654297,0.010812997817993164,Chinatown,ACF: p=0.2 q=0.2,0.2,DictRsast,ACF
80,0.9154518950437318,0.06800103187561035,0.010553836822509766,0.007725238800048828,0.04166269302368164,0.00763392448425293,Chinatown,ACF: p=0.2 q=0.3,0.3,Rsastmf,ACF
81,0.9096209912536443,0.08263444900512695,0.008337020874023438,0.01424098014831543,0.05592513084411621,0.0037059783935546875,Chinatown,ACF: p=0.2 q=0.3,0.3,DictRsast,ACF
82,0.7988338192419825,0.07138705253601074,0.012699604034423828,0.007562398910522461,0.047306060791015625,0.0034401416778564453,Chinatown,ACF: p=0.2 q=0.4,0.4,Rsastmf,ACF
83,0.9533527696793003,0.056696414947509766,0.01443934440612793,0.011729717254638672,0.02556586265563965,0.0044400691986083984,Chinatown,ACF: p=0.2 q=0.4,0.4,DictRsast,ACF
84,0.8513119533527697,0.08136367797851562,0.015696287155151367,0.0074384212493896484,0.03997349739074707,0.017872333526611328,Chinatown,ACF: p=0.3 q=0.3,0.3,Rsastmf,ACF
85,0.8979591836734694,0.06459641456604004,0.007491111755371094,0.008985280990600586,0.03059077262878418,0.017026901245117188,Chinatown,ACF: p=0.3 q=0.3,0.3,DictRsast,ACF
86,0.8483965014577259,0.07509279251098633,0.0076220035552978516,0.012417078018188477,0.04044318199157715,0.014221906661987305,Chinatown,ACF: p=0.3 q=0.4,0.4,Rsastmf,ACF
87,0.9183673469387755,0.07038140296936035,0.007741212844848633,0.007968902587890625,0.045429229736328125,0.008856773376464844,Chinatown,ACF: p=0.3 q=0.4,0.4,DictRsast,ACF
88,0.9271137026239067,0.05331587791442871,0.006823062896728516,0.007691621780395508,0.036333560943603516,0.0019347667694091797,Chinatown,ACF: p=0.4 q=0.4,0.4,Rsastmf,ACF
89,0.8862973760932945,0.07538151741027832,0.006757974624633789,0.007870197296142578,0.036651611328125,0.02369236946105957,Chinatown,ACF: p=0.4 q=0.4,0.4,DictRsast,ACF
