,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.8483965014577259,0.0848226547241211,0.006803274154663086,0.01865696907043457,0.05282878875732422,0.006026744842529297,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.9329446064139941,0.0634157657623291,0.006783485412597656,0.01999950408935547,0.034308433532714844,0.001940011978149414,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.9183673469387755,0.07627153396606445,0.006662130355834961,0.018808364868164062,0.03500628471374512,0.015118837356567383,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.9650145772594753,0.07720732688903809,0.00668644905090332,0.019329547882080078,0.038262128829956055,0.012499809265136719,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.967930029154519,0.08325004577636719,0.0066950321197509766,0.02147531509399414,0.039948463439941406,0.014734029769897461,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.9737609329446064,0.10623335838317871,0.006654500961303711,0.04197406768798828,0.04631543159484863,0.009790420532226562,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.9212827988338192,0.07636451721191406,0.006800651550292969,0.019276142120361328,0.03695082664489746,0.010499954223632812,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.9446064139941691,0.07853412628173828,0.00664067268371582,0.031697750091552734,0.03798723220825195,0.0018188953399658203,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.8542274052478134,0.06768989562988281,0.006628990173339844,0.018795013427734375,0.03178882598876953,0.010076045989990234,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.9096209912536443,0.10455513000488281,0.0066373348236083984,0.0444793701171875,0.04132795333862305,0.010699272155761719,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.7959183673469388,0.0894777774810791,0.014404535293579102,0.02886056900024414,0.034545183181762695,0.011270523071289062,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
11,0.956268221574344,0.08196592330932617,0.0066318511962890625,0.031170368194580078,0.03419160842895508,0.009453058242797852,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
12,0.7842565597667639,0.07715177536010742,0.006622791290283203,0.01979207992553711,0.037792205810546875,0.012511014938354492,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,Rsastmf,ACF&PACF
13,0.9387755102040817,0.09492635726928711,0.006631374359130859,0.01887369155883789,0.05766105651855469,0.011376380920410156,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,DictRsast,ACF&PACF
14,0.9416909620991254,0.08326578140258789,0.007231950759887695,0.018907546997070312,0.05287671089172363,0.0038247108459472656,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,Rsastmf,ACF&PACF
15,0.9037900874635568,0.09663915634155273,0.0066432952880859375,0.022391319274902344,0.05312967300415039,0.014081954956054688,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,DictRsast,ACF&PACF
16,0.9125364431486881,0.07515525817871094,0.0067522525787353516,0.023053646087646484,0.03122258186340332,0.013701915740966797,Chinatown,ACF&PACF: p=0.1 q=0.4,0.4,Rsastmf,ACF&PACF
17,0.9300291545189504,0.0858612060546875,0.006658077239990234,0.031107187271118164,0.038237571716308594,0.009326696395874023,Chinatown,ACF&PACF: p=0.1 q=0.4,0.4,DictRsast,ACF&PACF
18,0.9620991253644315,0.06394219398498535,0.006671905517578125,0.025917768478393555,0.02853536605834961,0.0023844242095947266,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,Rsastmf,ACF&PACF
19,0.9620991253644315,0.07983756065368652,0.006604909896850586,0.027991056442260742,0.03635668754577637,0.008491039276123047,Chinatown,ACF&PACF: p=0.2 q=0.2,0.2,DictRsast,ACF&PACF
20,0.8017492711370262,0.0759575366973877,0.0066339969635009766,0.023346662521362305,0.03238272666931152,0.013036727905273438,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,Rsastmf,ACF&PACF
21,0.9125364431486881,0.09476900100708008,0.029567956924438477,0.025493144989013672,0.03739309310913086,0.0019085407257080078,Chinatown,ACF&PACF: p=0.2 q=0.3,0.3,DictRsast,ACF&PACF
22,0.8600583090379009,0.10099053382873535,0.01587653160095215,0.020190954208374023,0.05688047409057617,0.00763702392578125,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,Rsastmf,ACF&PACF
23,0.9067055393586005,0.08780694007873535,0.00667572021484375,0.018991947174072266,0.04394054412841797,0.016136646270751953,Chinatown,ACF&PACF: p=0.2 q=0.4,0.4,DictRsast,ACF&PACF
24,0.9212827988338192,0.13153505325317383,0.011148214340209961,0.02939915657043457,0.07399344444274902,0.016554832458496094,Chinatown,ACF&PACF: p=0.3 q=0.3,0.3,Rsastmf,ACF&PACF
25,0.8979591836734694,0.11891913414001465,0.030214786529541016,0.02787303924560547,0.04221224784851074,0.01821136474609375,Chinatown,ACF&PACF: p=0.3 q=0.3,0.3,DictRsast,ACF&PACF
26,0.9591836734693877,0.08913540840148926,0.01349496841430664,0.03569841384887695,0.024060487747192383,0.015463590621948242,Chinatown,ACF&PACF: p=0.3 q=0.4,0.4,Rsastmf,ACF&PACF
27,0.8688046647230321,0.09214639663696289,0.019970417022705078,0.02717113494873047,0.02447676658630371,0.019992351531982422,Chinatown,ACF&PACF: p=0.3 q=0.4,0.4,DictRsast,ACF&PACF
28,0.9329446064139941,0.0896608829498291,0.010678768157958984,0.021676301956176758,0.03911638259887695,0.01717352867126465,Chinatown,ACF&PACF: p=0.4 q=0.4,0.4,Rsastmf,ACF&PACF
29,0.9125364431486881,0.1016230583190918,0.01633453369140625,0.0220181941986084,0.05343437194824219,0.009421586990356445,Chinatown,ACF&PACF: p=0.4 q=0.4,0.4,DictRsast,ACF&PACF
