,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.717201166180758,0.08366918563842773,0.009806156158447266,0.029715776443481445,0.040283203125,0.0034646987915039062,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.8892128279883382,0.08443379402160645,0.00661158561706543,0.028900861740112305,0.03781914710998535,0.009519577026367188,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.8367346938775511,0.056452274322509766,0.00728154182434082,0.019235849380493164,0.02726912498474121,0.0022330284118652344,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.9650145772594753,0.06255507469177246,0.006651878356933594,0.02593064308166504,0.027801513671875,0.0017931461334228516,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.8658892128279884,0.04762530326843262,0.006857156753540039,0.02059793472290039,0.0015223026275634766,0.017604351043701172,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.967930029154519,0.0907893180847168,0.0066335201263427734,0.02319049835205078,0.03286170959472656,0.02684950828552246,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.8892128279883382,0.0826258659362793,0.009774208068847656,0.027370929718017578,0.03535938262939453,0.00919342041015625,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.8950437317784257,0.0838158130645752,0.006801128387451172,0.02682662010192871,0.033766746520996094,0.015858173370361328,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.8658892128279884,0.062328338623046875,0.007420778274536133,0.022299766540527344,0.030425548553466797,0.0017974376678466797,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.9037900874635568,0.09375882148742676,0.007457256317138672,0.03158068656921387,0.0462040901184082,0.008104324340820312,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.924198250728863,0.05444908142089844,0.006626605987548828,0.018575429916381836,0.026900529861450195,0.0019502639770507812,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
11,0.9212827988338192,0.1038825511932373,0.006618976593017578,0.022402286529541016,0.05820941925048828,0.0162661075592041,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
12,0.8454810495626822,0.10144829750061035,0.012814760208129883,0.02376723289489746,0.05650496482849121,0.007929325103759766,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,Rsastmf,ACF&PACF
13,0.9650145772594753,0.09134197235107422,0.006707668304443359,0.033550262451171875,0.04868793487548828,0.001976490020751953,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,DictRsast,ACF&PACF
14,0.7667638483965015,0.09306883811950684,0.014178037643432617,0.0368649959564209,0.039014339447021484,0.0024962425231933594,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,Rsastmf,ACF&PACF
15,0.9387755102040817,0.08767819404602051,0.01222681999206543,0.026076316833496094,0.03823423385620117,0.01074838638305664,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,DictRsast,ACF&PACF
