,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.9416909620991254,0.07083702087402344,0.006689548492431641,0.026597976684570312,0.029307842254638672,0.007801055908203125,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.880466472303207,0.07118391990661621,0.012321710586547852,0.023180007934570312,0.02701544761657715,0.008266448974609375,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.9008746355685131,0.09451103210449219,0.006765127182006836,0.05350923538208008,0.028571128845214844,0.0050809383392333984,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.9737609329446064,0.05993986129760742,0.006786823272705078,0.01945042610168457,0.031212806701660156,0.0020706653594970703,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.8163265306122449,0.059754133224487305,0.007306575775146484,0.020682573318481445,0.029309749603271484,0.0019466876983642578,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.9708454810495627,0.0756826400756836,0.0073795318603515625,0.024545907974243164,0.025596141815185547,0.011156320571899414,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.8483965014577259,0.05747652053833008,0.00668025016784668,0.01891469955444336,0.029622554779052734,0.0018444061279296875,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.8833819241982507,0.08750176429748535,0.014054059982299805,0.022498369216918945,0.04184436798095703,0.00805044174194336,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.7725947521865889,0.0986485481262207,0.012643814086914062,0.032784461975097656,0.05086708068847656,0.0019519329071044922,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.9125364431486881,0.10160017013549805,0.007843255996704102,0.039281368255615234,0.04515957832336426,0.00888204574584961,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.8600583090379009,0.07553291320800781,0.006808042526245117,0.019049406051635742,0.04124593734741211,0.008010387420654297,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
11,0.9475218658892128,0.09437966346740723,0.01401662826538086,0.021680116653442383,0.05522918701171875,0.0028486251831054688,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,DictRsast,ACF&PACF
12,0.9387755102040817,0.10222768783569336,0.01512289047241211,0.02393484115600586,0.06080508232116699,0.0019578933715820312,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,Rsastmf,ACF&PACF
13,0.9620991253644315,0.08609390258789062,0.006792783737182617,0.033850908279418945,0.029887914657592773,0.015158653259277344,Chinatown,ACF&PACF: p=0.1 q=0.2,0.2,DictRsast,ACF&PACF
14,0.7463556851311953,0.07742047309875488,0.007388114929199219,0.023656368255615234,0.044100284576416016,0.0018725395202636719,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,Rsastmf,ACF&PACF
15,0.9387755102040817,0.08268022537231445,0.006905794143676758,0.019632577896118164,0.04699873924255371,0.008743047714233398,Chinatown,ACF&PACF: p=0.1 q=0.3,0.3,DictRsast,ACF&PACF
