,accuracy,time,cweights_time,fsubsequence_time,tdataset_time,tclassifier_time,dataset_name,classifier_name,range_q,method,len_method
0,0.8483965014577259,0.0789194107055664,0.015048503875732422,0.023737668991088867,0.0254824161529541,0.014185905456542969,Chinatown,ACF&PACF: p=0 q=0,0,Rsastmf,ACF&PACF
1,0.967930029154519,0.08546710014343262,0.012075662612915039,0.03747820854187012,0.03089451789855957,0.004635334014892578,Chinatown,ACF&PACF: p=0 q=0,0,DictRsast,ACF&PACF
2,0.7842565597667639,0.05898284912109375,0.006848573684692383,0.02135944366455078,0.028424739837646484,0.0019559860229492188,Chinatown,ACF&PACF: p=0 q=0.1,0.1,Rsastmf,ACF&PACF
3,0.956268221574344,0.08534789085388184,0.006736040115356445,0.029230117797851562,0.0468745231628418,0.002069234848022461,Chinatown,ACF&PACF: p=0 q=0.1,0.1,DictRsast,ACF&PACF
4,0.8338192419825073,0.06772947311401367,0.011853933334350586,0.018606901168823242,0.03493452072143555,0.001931905746459961,Chinatown,ACF&PACF: p=0 q=0.2,0.2,Rsastmf,ACF&PACF
5,0.9766763848396501,0.07155728340148926,0.006797313690185547,0.022275447845458984,0.02478766441345215,0.017116069793701172,Chinatown,ACF&PACF: p=0 q=0.2,0.2,DictRsast,ACF&PACF
6,0.880466472303207,0.09784889221191406,0.01087641716003418,0.025080204010009766,0.05315685272216797,0.008316755294799805,Chinatown,ACF&PACF: p=0 q=0.3,0.3,Rsastmf,ACF&PACF
7,0.8688046647230321,0.09021735191345215,0.007050037384033203,0.021237611770629883,0.05110788345336914,0.01036214828491211,Chinatown,ACF&PACF: p=0 q=0.3,0.3,DictRsast,ACF&PACF
8,0.8600583090379009,0.08817744255065918,0.014867305755615234,0.0216066837310791,0.030560731887817383,0.020746707916259766,Chinatown,ACF&PACF: p=0 q=0.4,0.4,Rsastmf,ACF&PACF
9,0.9358600583090378,0.06530451774597168,0.006727933883666992,0.01961970329284668,0.030195236206054688,0.008217573165893555,Chinatown,ACF&PACF: p=0 q=0.4,0.4,DictRsast,ACF&PACF
10,0.9008746355685131,0.09341096878051758,0.009274959564208984,0.01924610137939453,0.04603385925292969,0.018399715423583984,Chinatown,ACF&PACF: p=0.1 q=0.1,0.1,Rsastmf,ACF&PACF
