,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.9052890528905289,7.100877523422241,5.238512277603149,MelbournePedestrian,num_kernels=10_000,Rocket
1,0.967609676096761,4.632033586502075,3.189410924911499,MelbournePedestrian,convst: n_shapelets=10_000,RDST
2,0.9093890938909389,7.051404714584351,5.2049949169158936,MelbournePedestrian,num_kernels=10_000,Rocket
3,0.967609676096761,3.5569686889648438,3.214506149291992,MelbournePedestrian,convst: n_shapelets=10_000,RDST
4,0.9048790487904879,7.046736478805542,5.200911283493042,MelbournePedestrian,num_kernels=10_000,Rocket
5,0.968429684296843,3.5030677318573,3.2240285873413086,MelbournePedestrian,convst: n_shapelets=10_000,RDST
6,0.906109061090611,7.150963306427002,5.166678190231323,MelbournePedestrian,num_kernels=10_000,Rocket
7,0.965149651496515,3.272022247314453,3.1674327850341797,MelbournePedestrian,convst: n_shapelets=10_000,RDST
8,0.906519065190652,7.091067552566528,5.1929028034210205,MelbournePedestrian,num_kernels=10_000,Rocket
9,0.963919639196392,3.438934564590454,3.1821608543395996,MelbournePedestrian,convst: n_shapelets=10_000,RDST
