,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.9,2.2119224071502686,1.1041953563690186,ShakeGestureWiimoteZ,num_kernels=10_000,Rocket
1,0.94,1.5911180973052979,1.1445631980895996,ShakeGestureWiimoteZ,convst: n_shapelets=10_000,RDST
2,0.88,2.211733341217041,1.1086838245391846,ShakeGestureWiimoteZ,num_kernels=10_000,Rocket
3,0.94,1.599114179611206,1.1507689952850342,ShakeGestureWiimoteZ,convst: n_shapelets=10_000,RDST
4,0.88,2.2255771160125732,1.1105592250823975,ShakeGestureWiimoteZ,num_kernels=10_000,Rocket
5,0.94,1.6086690425872803,1.162851333618164,ShakeGestureWiimoteZ,convst: n_shapelets=10_000,RDST
6,0.9,2.2179858684539795,1.1129553318023682,ShakeGestureWiimoteZ,num_kernels=10_000,Rocket
7,0.94,1.6148276329040527,1.16825532913208,ShakeGestureWiimoteZ,convst: n_shapelets=10_000,RDST
8,0.9,2.2159125804901123,1.1072101593017578,ShakeGestureWiimoteZ,num_kernels=10_000,Rocket
9,0.94,1.5993757247924805,1.1503844261169434,ShakeGestureWiimoteZ,convst: n_shapelets=10_000,RDST
