,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.9982154445165476,19.00257968902588,54.225411891937256,Wafer,num_kernels=10_000,Rocket
1,1.0,18.917362451553345,95.11974048614502,Wafer,convst: n_shapelets=10_000,RDST
2,0.9983776768332252,18.950252056121826,54.17410755157471,Wafer,num_kernels=10_000,Rocket
3,1.0,19.168848991394043,97.57381105422974,Wafer,convst: n_shapelets=10_000,RDST
4,0.9983776768332252,18.800906896591187,57.48097801208496,Wafer,num_kernels=10_000,Rocket
5,1.0,19.09434485435486,95.66049027442932,Wafer,convst: n_shapelets=10_000,RDST
6,0.9980532121998702,19.984716415405273,54.49011993408203,Wafer,num_kernels=10_000,Rocket
7,1.0,19.02790355682373,95.9949746131897,Wafer,convst: n_shapelets=10_000,RDST
8,0.9985399091499026,18.904893159866333,54.461583614349365,Wafer,num_kernels=10_000,Rocket
9,1.0,19.060079097747803,95.66315269470215,Wafer,convst: n_shapelets=10_000,RDST
