,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.575,2.658154249191284,1.3906493186950684,DodgerLoopDay,num_kernels=10_000,Rocket
1,0.525,2.8758304119110107,2.474228858947754,DodgerLoopDay,convst: n_shapelets=10_000,RDST
2,0.6,2.6702070236206055,1.3840651512145996,DodgerLoopDay,num_kernels=10_000,Rocket
3,0.5375,2.926548719406128,2.501283884048462,DodgerLoopDay,convst: n_shapelets=10_000,RDST
4,0.6,2.6483566761016846,1.381981372833252,DodgerLoopDay,num_kernels=10_000,Rocket
5,0.55,2.9127583503723145,2.4977595806121826,DodgerLoopDay,convst: n_shapelets=10_000,RDST
6,0.625,2.659860372543335,1.389333724975586,DodgerLoopDay,num_kernels=10_000,Rocket
7,0.5375,2.926501750946045,2.49385929107666,DodgerLoopDay,convst: n_shapelets=10_000,RDST
8,0.6,2.636945962905884,1.3781170845031738,DodgerLoopDay,num_kernels=10_000,Rocket
9,0.5375,2.9395408630371094,2.5054619312286377,DodgerLoopDay,convst: n_shapelets=10_000,RDST
10,0.5875,2.6563358306884766,1.3871700763702393,DodgerLoopDay,num_kernels=10_000,Rocket
11,0.55,2.912733316421509,2.487868547439575,DodgerLoopDay,convst: n_shapelets=10_000,RDST
12,0.575,2.655149459838867,1.3858222961425781,DodgerLoopDay,num_kernels=10_000,Rocket
13,0.575,2.933389663696289,2.503361940383911,DodgerLoopDay,convst: n_shapelets=10_000,RDST
14,0.5875,2.648132801055908,1.3743493556976318,DodgerLoopDay,num_kernels=10_000,Rocket
15,0.525,2.912517786026001,2.487074375152588,DodgerLoopDay,convst: n_shapelets=10_000,RDST
16,0.5875,2.6502552032470703,1.3799803256988525,DodgerLoopDay,num_kernels=10_000,Rocket
17,0.55,4.310844659805298,2.4986095428466797,DodgerLoopDay,convst: n_shapelets=10_000,RDST
18,0.5625,2.617863893508911,1.3323280811309814,DodgerLoopDay,num_kernels=10_000,Rocket
19,0.5375,2.859123706817627,2.4200353622436523,DodgerLoopDay,convst: n_shapelets=10_000,RDST
