,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.8694158075601375,7.423829793930054,1.489513635635376,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
1,0.8487972508591065,6.037084102630615,3.3965365886688232,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
2,0.8625429553264605,6.421348333358765,1.4882481098175049,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
3,0.8419243986254296,7.312246561050415,3.3995587825775146,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
4,0.872852233676976,6.4509828090667725,1.4934308528900146,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
5,0.8384879725085911,5.996578693389893,2.365464210510254,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
6,0.8556701030927835,6.443740367889404,1.4968297481536865,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
7,0.8419243986254296,6.832034111022949,2.430293560028076,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
8,0.8625429553264605,6.367727518081665,1.4844388961791992,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
9,0.8384879725085911,6.057264804840088,3.1894681453704834,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
10,0.8625429553264605,7.468709468841553,1.49302077293396,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
11,0.8419243986254296,6.069037675857544,2.413787364959717,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
12,0.852233676975945,6.427813529968262,1.4910237789154053,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
13,0.845360824742268,6.083498239517212,2.413425922393799,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
14,0.852233676975945,6.450228929519653,1.4941139221191406,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
15,0.8419243986254296,6.05485200881958,2.400871753692627,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
16,0.8694158075601375,6.433330535888672,1.4861531257629395,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
17,0.8419243986254296,6.091304779052734,2.431129217147827,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
18,0.8556701030927835,6.413283586502075,1.4881374835968018,MiddlePhalanxOutlineCorrect,num_kernels=10_000,Rocket
19,0.8419243986254296,7.088332414627075,3.196422815322876,MiddlePhalanxOutlineCorrect,convst: n_shapelets=10_000,RDST
