,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.6318181818181818,6.508099555969238,28.269113063812256,InsectWingbeatSound,num_kernels=10_000,Rocket
1,0.6464646464646465,6.871439695358276,51.87879276275635,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
2,0.6338383838383839,6.526217699050903,28.329702615737915,InsectWingbeatSound,num_kernels=10_000,Rocket
3,0.6454545454545455,6.825458288192749,52.64412569999695,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
4,0.6313131313131313,6.542174339294434,28.281352758407593,InsectWingbeatSound,num_kernels=10_000,Rocket
5,0.648989898989899,6.908143758773804,51.75409150123596,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
6,0.6323232323232323,6.547362327575684,28.22961139678955,InsectWingbeatSound,num_kernels=10_000,Rocket
7,0.6434343434343435,6.839443922042847,51.591212034225464,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
8,0.6308080808080808,6.57176661491394,28.357500076293945,InsectWingbeatSound,num_kernels=10_000,Rocket
9,0.6439393939393939,6.924143075942993,51.856377840042114,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
10,0.6338383838383839,6.489890813827515,28.161628246307373,InsectWingbeatSound,num_kernels=10_000,Rocket
11,0.6464646464646465,6.863241672515869,52.60230779647827,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
12,0.6308080808080808,6.526198148727417,28.202590703964233,InsectWingbeatSound,num_kernels=10_000,Rocket
13,0.646969696969697,6.96069860458374,52.148491859436035,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
14,0.6333333333333333,6.569513320922852,28.45902919769287,InsectWingbeatSound,num_kernels=10_000,Rocket
15,0.645959595959596,6.940214157104492,51.942848682403564,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
16,0.6323232323232323,6.546305894851685,28.269465446472168,InsectWingbeatSound,num_kernels=10_000,Rocket
17,0.6434343434343435,6.935044288635254,51.816752433776855,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
18,0.6328282828282829,6.542311668395996,28.22213125228882,InsectWingbeatSound,num_kernels=10_000,Rocket
19,0.6454545454545455,6.936280727386475,51.94490957260132,InsectWingbeatSound,convst: n_shapelets=10_000,RDST
