,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.9828571428571429,8.96088171005249,4.447482347488403,Fish,num_kernels=10_000,Rocket
1,0.9885714285714285,9.918644905090332,8.497334480285645,Fish,convst: n_shapelets=10_000,RDST
2,0.9771428571428571,9.049424409866333,4.491213083267212,Fish,num_kernels=10_000,Rocket
3,0.9885714285714285,9.908549547195435,8.447167158126831,Fish,convst: n_shapelets=10_000,RDST
4,0.9771428571428571,9.01796555519104,4.47360897064209,Fish,num_kernels=10_000,Rocket
5,0.9885714285714285,9.876767873764038,8.43240737915039,Fish,convst: n_shapelets=10_000,RDST
6,0.9828571428571429,8.945616722106934,4.445356130599976,Fish,num_kernels=10_000,Rocket
7,0.9885714285714285,9.916547298431396,8.458027362823486,Fish,convst: n_shapelets=10_000,RDST
8,0.9771428571428571,9.009057521820068,4.479964971542358,Fish,num_kernels=10_000,Rocket
9,0.9885714285714285,9.882384777069092,8.453758478164673,Fish,convst: n_shapelets=10_000,RDST
10,0.9828571428571429,8.9634108543396,4.447570085525513,Fish,num_kernels=10_000,Rocket
11,0.9885714285714285,9.906021356582642,8.447009801864624,Fish,convst: n_shapelets=10_000,RDST
12,0.9828571428571429,8.991865158081055,4.456427335739136,Fish,num_kernels=10_000,Rocket
13,0.9885714285714285,9.877375364303589,8.42128300666809,Fish,convst: n_shapelets=10_000,RDST
14,0.9828571428571429,8.977420091629028,4.449031352996826,Fish,num_kernels=10_000,Rocket
15,0.9828571428571429,9.887542486190796,8.448505878448486,Fish,convst: n_shapelets=10_000,RDST
16,0.9714285714285714,8.984800100326538,4.46615195274353,Fish,num_kernels=10_000,Rocket
17,0.9885714285714285,10.898357629776001,8.521544933319092,Fish,convst: n_shapelets=10_000,RDST
18,0.9828571428571429,9.007208347320557,4.448357820510864,Fish,num_kernels=10_000,Rocket
19,0.9885714285714285,9.922458171844482,8.464274406433105,Fish,convst: n_shapelets=10_000,RDST
