,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.7333333333333333,1.6284174919128418,0.8817253112792969,Beef,num_kernels=10_000,Rocket
1,0.6666666666666666,2.0413832664489746,1.5982096195220947,Beef,convst: n_shapelets=10_000,RDST
2,0.7333333333333333,1.637619972229004,0.8143899440765381,Beef,num_kernels=10_000,Rocket
3,0.6,2.0040059089660645,1.5270278453826904,Beef,convst: n_shapelets=10_000,RDST
4,0.7666666666666667,1.6414988040924072,0.8155491352081299,Beef,num_kernels=10_000,Rocket
5,0.6666666666666666,2.005323886871338,1.5245864391326904,Beef,convst: n_shapelets=10_000,RDST
6,0.7666666666666667,1.6476964950561523,0.8140604496002197,Beef,num_kernels=10_000,Rocket
7,0.6,1.979301929473877,1.5103166103363037,Beef,convst: n_shapelets=10_000,RDST
8,0.7666666666666667,1.6420652866363525,0.8135359287261963,Beef,num_kernels=10_000,Rocket
9,0.6,1.9933042526245117,1.5117058753967285,Beef,convst: n_shapelets=10_000,RDST
10,0.7333333333333333,1.6376724243164062,0.8163228034973145,Beef,num_kernels=10_000,Rocket
11,0.6,1.9848859310150146,1.5104255676269531,Beef,convst: n_shapelets=10_000,RDST
12,0.7333333333333333,1.648951768875122,0.820338249206543,Beef,num_kernels=10_000,Rocket
13,0.6,1.9843230247497559,1.5220634937286377,Beef,convst: n_shapelets=10_000,RDST
14,0.7333333333333333,1.6426036357879639,0.8191089630126953,Beef,num_kernels=10_000,Rocket
15,0.6,2.006838798522949,1.5203828811645508,Beef,convst: n_shapelets=10_000,RDST
16,0.7666666666666667,1.632408857345581,0.8122563362121582,Beef,num_kernels=10_000,Rocket
17,0.6333333333333333,2.0105438232421875,1.525061845779419,Beef,convst: n_shapelets=10_000,RDST
18,0.7333333333333333,1.644653081893921,0.8170871734619141,Beef,num_kernels=10_000,Rocket
19,0.6333333333333333,1.9915602207183838,1.5151350498199463,Beef,convst: n_shapelets=10_000,RDST
