,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.85,1.2152259349822998,0.6050395965576172,BeetleFly,num_kernels=10_000,Rocket
1,0.9,1.6196258068084717,1.0899887084960938,BeetleFly,convst: n_shapelets=10_000,RDST
2,0.85,1.1848914623260498,0.6015713214874268,BeetleFly,num_kernels=10_000,Rocket
3,0.9,1.6082334518432617,1.0939383506774902,BeetleFly,convst: n_shapelets=10_000,RDST
4,0.85,1.1818580627441406,0.6053435802459717,BeetleFly,num_kernels=10_000,Rocket
5,0.9,1.6087794303894043,1.0931038856506348,BeetleFly,convst: n_shapelets=10_000,RDST
6,0.85,1.190911054611206,0.6077365875244141,BeetleFly,num_kernels=10_000,Rocket
7,0.9,1.6096184253692627,1.0907883644104004,BeetleFly,convst: n_shapelets=10_000,RDST
8,0.85,1.1842014789581299,0.602405309677124,BeetleFly,num_kernels=10_000,Rocket
9,0.9,1.6103479862213135,1.0936880111694336,BeetleFly,convst: n_shapelets=10_000,RDST
10,0.85,1.1919410228729248,0.6087830066680908,BeetleFly,num_kernels=10_000,Rocket
11,0.9,1.6032822132110596,1.089226245880127,BeetleFly,convst: n_shapelets=10_000,RDST
12,0.85,1.1809191703796387,0.6019341945648193,BeetleFly,num_kernels=10_000,Rocket
13,0.9,1.6145780086517334,1.0868258476257324,BeetleFly,convst: n_shapelets=10_000,RDST
14,0.85,1.1870460510253906,0.6053998470306396,BeetleFly,num_kernels=10_000,Rocket
15,0.9,1.6064403057098389,1.087292194366455,BeetleFly,convst: n_shapelets=10_000,RDST
16,0.85,1.1823055744171143,0.6036219596862793,BeetleFly,num_kernels=10_000,Rocket
17,0.9,1.5892610549926758,1.0743613243103027,BeetleFly,convst: n_shapelets=10_000,RDST
18,0.85,1.1802151203155518,0.6047341823577881,BeetleFly,num_kernels=10_000,Rocket
19,0.9,1.6065425872802734,1.0880765914916992,BeetleFly,convst: n_shapelets=10_000,RDST
