,accuracy,time_fit,time_test,dataset_name,hyperparameter,classifier_name
0,0.9651162790697675,6.677424192428589,4.304928779602051,GesturePebbleZ1,num_kernels=10_000,Rocket
1,0.9883720930232558,4.729196786880493,4.815139293670654,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
2,0.9651162790697675,6.662338733673096,4.2996156215667725,GesturePebbleZ1,num_kernels=10_000,Rocket
3,0.9883720930232558,4.799434423446655,4.875848770141602,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
4,0.9709302325581395,6.718700408935547,4.326150178909302,GesturePebbleZ1,num_kernels=10_000,Rocket
5,0.9825581395348837,4.718572378158569,4.764666557312012,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
6,0.9709302325581395,6.691967248916626,4.311012506484985,GesturePebbleZ1,num_kernels=10_000,Rocket
7,0.9883720930232558,4.835950136184692,4.91331672668457,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
8,0.9651162790697675,6.659297227859497,4.295573949813843,GesturePebbleZ1,num_kernels=10_000,Rocket
9,0.9825581395348837,4.6890177726745605,4.765981674194336,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
10,0.9709302325581395,6.675538778305054,4.300420522689819,GesturePebbleZ1,num_kernels=10_000,Rocket
11,0.9883720930232558,4.756758689880371,4.814846992492676,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
12,0.9709302325581395,6.723205327987671,4.329812526702881,GesturePebbleZ1,num_kernels=10_000,Rocket
13,0.9825581395348837,4.7637927532196045,4.8403425216674805,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
14,0.9709302325581395,6.728525876998901,4.332585096359253,GesturePebbleZ1,num_kernels=10_000,Rocket
15,0.9825581395348837,4.748835563659668,4.807708740234375,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
16,0.9651162790697675,6.667514324188232,4.296363115310669,GesturePebbleZ1,num_kernels=10_000,Rocket
17,0.9825581395348837,4.697778224945068,4.768176794052124,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
18,0.9651162790697675,6.652214050292969,4.28428316116333,GesturePebbleZ1,num_kernels=10_000,Rocket
19,0.9825581395348837,4.692154407501221,4.769951105117798,GesturePebbleZ1,convst: n_shapelets=10_000,RDST
